England and Wales Code,England and Wales,Tenure of household (5 categories) Code,Tenure of household (5 categories),Household size (5 categories) Code,Household size (5 categories),Household composition (15 categories) Code,Household composition (15 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,8,Single family household: Cohabiting couple family: With dependent children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,8,Single family household: Cohabiting couple family: With dependent children,7,L13: Routine occupations,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,8,Single family household: Cohabiting couple family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,8,Single family household: Cohabiting couple family: With dependent children,9,L15: Full-time students,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,3,L7: Intermediate occupations,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,6,L12: Semi-routine occupations,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,7,L13: Routine occupations,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,9,Single family household: Cohabiting couple family: All children non-dependent,9,L15: Full-time students,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,-8,Does not apply,2
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",32610
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",52045
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,3,L7: Intermediate occupations,25212
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,4,L8 and L9: Small employers and own account workers,13819
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,5236
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,6,L12: Semi-routine occupations,12873
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,7,L13: Routine occupations,7326
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,2258
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,10,Single family household: Lone parent family: With dependent children,9,L15: Full-time students,1908
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",20575
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",42252
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,3,L7: Intermediate occupations,26022
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,4,L8 and L9: Small employers and own account workers,16618
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,7858
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,6,L12: Semi-routine occupations,22141
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,7,L13: Routine occupations,16710
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,8656
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,11,Single family household: Lone parent family: All children non-dependent,9,L15: Full-time students,679
K04000001,England and Wales,1,Owned: Owns with a mortgage or loan or shared ownership,2,2 people in household,12,Other household types: Other related household: Other family composition,-8,Does not apply,57
