England and Wales Code,England and Wales,Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Household composition (15 categories) Code,Household composition (15 categories),Observation
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,66533
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,11127
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,149
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",20928
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,3,Single family household: All aged 66 years and over,10114
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,37379
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,23051
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,7006
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,31944
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,2841
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,13,Other household types: With dependent children,53
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3693
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,-8,Does not apply,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,2,One-person household: Other,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,16373
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,84887
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,149904
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,0
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,10756
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,24857
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,10255
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,13,Other household types: With dependent children,160
K04000001,England and Wales,2,2 people in household,2,2 cars or vans in household,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",29418
K04000001,England and Wales,2,2 people in household,3,3 or more cars or vans in household,-8,Does not apply,-8,Does not apply,0
